Gene-ID	Family
LOC-Os01g74440	M-type_MADS
LOC-Os02g06860	M-type_MADS
LOC-Os02g49840	M-type_MADS
LOC-Os03g03100	M-type_MADS
LOC-Os03g14850	M-type_MADS
LOC-Os03g37670	M-type_MADS
LOC-Os03g38610	M-type_MADS
LOC-Os04g25870	M-type_MADS
LOC-Os04g31804	M-type_MADS
LOC-Os04g38770	M-type_MADS
LOC-Os05g11380	M-type_MADS
LOC-Os05g23780	M-type_MADS
LOC-Os06g11970	M-type_MADS
LOC-Os06g22760	M-type_MADS
LOC-Os06g23950	M-type_MADS
LOC-Os06g30810	M-type_MADS
LOC-Os06g30830	M-type_MADS
LOC-Os07g04170	M-type_MADS
LOC-Os08g38590	M-type_MADS
LOC-Os09g02780	M-type_MADS
LOC-Os09g02830	M-type_MADS
LOC-Os11g12360	M-type_MADS
LOC-Os11g43740	M-type_MADS
LOC-Os12g21850	M-type_MADS
LOC-Os12g21880	M-type_MADS
LOC-Os02g45570	GRF
LOC-Os02g45570	GRF
LOC-Os02g47280	GRF
LOC-Os02g47280	GRF
LOC-Os02g53690	GRF
LOC-Os03g47140	GRF
LOC-Os03g51970	GRF
LOC-Os04g48510	GRF
LOC-Os04g51190	GRF
LOC-Os04g51190	GRF
LOC-Os04g51190	GRF
LOC-Os06g02560	GRF
LOC-Os06g02560	GRF
LOC-Os06g02560	GRF
LOC-Os06g10310	GRF
LOC-Os07g28430	GRF
LOC-Os11g35030	GRF
LOC-Os12g29980	GRF
LOC-Os12g29980	GRF
LOC-Os01g48170	HB-other
LOC-Os01g70810	HB-other
LOC-Os02g05450	HB-other
LOC-Os03g55990	HB-other
LOC-Os03g55990	HB-other
LOC-Os03g55990	HB-other
LOC-Os05g09630	HB-other
LOC-Os05g09630	HB-other
LOC-Os05g25600	HB-other
LOC-Os05g48820	HB-other
LOC-Os05g50130	HB-other
LOC-Os06g29020	HB-other
LOC-Os06g29020	HB-other
LOC-Os06g39906	HB-other
LOC-Os07g24350	HB-other
LOC-Os08g32990	HB-other
LOC-Os10g39720	HB-other
LOC-Os11g01130	WOX
LOC-Os12g01120	WOX
LOC-Os11g01130	WOX
LOC-Os05g02730	WOX
LOC-Os04g55590	WOX
LOC-Os01g62310	WOX
LOC-Os04g56780	WOX
LOC-Os01g63510	WOX
LOC-Os01g47710	WOX
LOC-Os05g48990	WOX
LOC-Os07g48560	WOX
LOC-Os03g20910	WOX
LOC-Os03g20910	WOX
LOC-Os07g34880	WOX
LOC-Os08g14400	WOX
LOC-Os01g60270	WOX
LOC-Os01g60270	WOX
LOC-Os12g43950	TALE
LOC-Os12g43950	TALE
LOC-Os12g43950	TALE
LOC-Os12g43950	TALE
LOC-Os03g47740	TALE
LOC-Os03g47740	TALE
LOC-Os03g47740	TALE
LOC-Os03g52239	TALE
LOC-Os11g06020	TALE
LOC-Os03g06930	TALE
LOC-Os06g01934	TALE
LOC-Os01g62920	TALE
LOC-Os10g39030	TALE
LOC-Os03g52239	TALE
LOC-Os05g38120	TALE
LOC-Os03g03260	TALE
LOC-Os03g52239	TALE
LOC-Os03g47730	TALE
LOC-Os02g13310	TALE
LOC-Os06g36680	TALE
LOC-Os08g37580	HD-ZIP
LOC-Os02g49700	HD-ZIP
LOC-Os02g49700	HD-ZIP
LOC-Os08g32080	HD-ZIP
LOC-Os08g32085	HD-ZIP
LOC-Os02g49700	HD-ZIP
LOC-Os09g29460	HD-ZIP
LOC-Os03g07450	HD-ZIP
LOC-Os04g46350	HD-ZIP
LOC-Os08g36220	HD-ZIP
LOC-Os03g08960	HD-ZIP
LOC-Os10g26500	HD-ZIP
LOC-Os09g27450	HD-ZIP
LOC-Os10g41230	HD-ZIP
LOC-Os10g01470	HD-ZIP
LOC-Os02g35770	HD-ZIP
LOC-Os10g23090	HD-ZIP
LOC-Os10g23090	HD-ZIP
LOC-Os04g45810	HD-ZIP
LOC-Os06g04850	HD-ZIP
LOC-Os03g12860	HD-ZIP
LOC-Os06g04870	HD-ZIP
LOC-Os02g43330	HD-ZIP
LOC-Os09g35910	HD-ZIP
LOC-Os09g21180	HD-ZIP
LOC-Os01g45570	HD-ZIP
LOC-Os06g48290	HD-ZIP
LOC-Os07g39320	HD-ZIP
LOC-Os02g05640	HD-ZIP
LOC-Os03g10210	HD-ZIP
LOC-Os03g51690	TALE
LOC-Os03g56110	TALE
LOC-Os03g56110	TALE
LOC-Os03g51690	TALE
LOC-Os03g51690	TALE
LOC-Os03g47016	TALE
LOC-Os03g47036	TALE
LOC-Os07g03770	TALE
LOC-Os01g19694	TALE
LOC-Os05g03884	TALE
LOC-Os03g51710	TALE
LOC-Os03g51710	TALE
LOC-Os06g43860	TALE
LOC-Os06g43860	TALE
LOC-Os06g43860	TALE
LOC-Os02g08544	TALE
LOC-Os08g19650	TALE
LOC-Os08g19650	TALE
LOC-Os03g56140	TALE
LOC-Os03g56140	TALE
LOC-Os02g08544	TALE
LOC-Os02g08544	TALE
LOC-Os03g03164	TALE
LOC-Os03g03164	TALE
LOC-Os03g03164	TALE
LOC-Os08g08820	HD-ZIP
LOC-Os08g08820	HD-ZIP
LOC-Os04g53540	HD-ZIP
LOC-Os04g53540	HD-ZIP
LOC-Os04g53540	HD-ZIP
LOC-Os04g53540	HD-ZIP
LOC-Os08g04190	HD-ZIP
LOC-Os02g45250	HD-ZIP
LOC-Os09g35760	HD-ZIP
LOC-Os09g35760	HD-ZIP
LOC-Os03g43930	HD-ZIP
LOC-Os03g43930	HD-ZIP
LOC-Os01g55549	HD-ZIP
LOC-Os12g41860	HD-ZIP
LOC-Os03g01890	HD-ZIP
LOC-Os03g01890	HD-ZIP
LOC-Os04g48070	HD-ZIP
LOC-Os10g33960	HD-ZIP
LOC-Os10g33960	HD-ZIP
LOC-Os10g33960	HD-ZIP
LOC-Os10g33960	HD-ZIP
LOC-Os04g48070	HD-ZIP
LOC-Os04g48070	HD-ZIP
LOC-Os10g42490	HD-ZIP
LOC-Os10g42490	HD-ZIP
LOC-Os06g10600	HD-ZIP
LOC-Os08g19590	HD-ZIP
LOC-Os08g19590	HD-ZIP
LOC-Os08g19590	HD-ZIP
LOC-Os01g57890	HD-ZIP
LOC-Os01g57890	HD-ZIP
LOC-Os06g12400	HB-PHD
LOC-Os01g07930	C3H
LOC-Os01g09620	C3H
LOC-Os01g09620	C3H
LOC-Os01g09850	C2H2
LOC-Os01g09850	C2H2
LOC-Os01g09850	C2H2
LOC-Os01g14010	C2H2
LOC-Os01g14870	C3H
LOC-Os01g15350	C3H
LOC-Os01g15460	C3H
LOC-Os01g15460	C3H
LOC-Os01g15460	C3H
LOC-Os01g39100	C3H
LOC-Os01g39110	C2H2
LOC-Os01g42710	LSD
LOC-Os01g42970	C3H
LOC-Os01g42970	C3H
LOC-Os01g45730	C3H
LOC-Os01g53650	C3H
LOC-Os01g57020	C2H2
LOC-Os01g57650	C2H2
LOC-Os01g62130	C2H2
LOC-Os01g62190	C2H2
LOC-Os01g63980	C2H2
LOC-Os01g65080	C2H2
LOC-Os01g65080	C2H2
LOC-Os01g65080	C2H2
LOC-Os01g65080	C2H2
LOC-Os01g66570	C2H2
LOC-Os01g67970	C2H2
LOC-Os01g68160	C2H2
LOC-Os01g68860	C3H
LOC-Os01g68860	C3H
LOC-Os01g68860	C3H
LOC-Os01g70870	C2H2
LOC-Os02g01090	C2H2
LOC-Os02g02424	C2H2
LOC-Os02g02424	C2H2
LOC-Os02g02424	C2H2
LOC-Os02g06584	C3H
LOC-Os02g06584	C3H
LOC-Os02g06584	C3H
LOC-Os02g08510	C2H2
LOC-Os02g10080	C3H
LOC-Os02g10080	C3H
LOC-Os02g19804	C3H
LOC-Os02g31890	C2H2
LOC-Os02g34680	C2H2
LOC-Os02g35460	C2H2
LOC-Os02g36360	C2H2
LOC-Os02g36360	C2H2
LOC-Os02g36360	C2H2
LOC-Os02g44120	C2H2
LOC-Os02g44130	C2H2
LOC-Os02g45054	C2H2
LOC-Os02g45054	C2H2
LOC-Os02g45054	C2H2
LOC-Os02g45054	C2H2
LOC-Os02g45480	C3H
LOC-Os02g45480	C3H
LOC-Os02g45480	C3H
LOC-Os02g57550	C2H2
LOC-Os02g57790	C2H2
LOC-Os02g58440	C3H
LOC-Os03g02160	C3H
LOC-Os03g02160	C3H
LOC-Os03g02160	C3H
LOC-Os03g05480	C2H2
LOC-Os03g05690	C2H2
LOC-Os03g10140	C2H2
LOC-Os03g13400	C2H2
LOC-Os03g13600	C2H2
LOC-Os03g13600	C2H2
LOC-Os03g15790	C2H2
LOC-Os03g17150	C2H2
LOC-Os03g18950	C3H
LOC-Os03g31240	C2H2
LOC-Os03g32220	C2H2
LOC-Os03g32230	C2H2
LOC-Os03g43840	LSD
LOC-Os03g49132	C2H2
LOC-Os03g49170	C3H
LOC-Os03g49170	C3H
LOC-Os03g55540	C2H2
LOC-Os03g60560	C2H2
LOC-Os03g60570	C2H2
LOC-Os03g62230	C2H2
LOC-Os04g01480	C3H
LOC-Os04g02510	C2H2
LOC-Os04g02730	C3H
LOC-Os04g08060	C2H2
LOC-Os04g08290	C2H2
LOC-Os04g08600	C2H2
LOC-Os04g35800	C3H
LOC-Os04g36650	C2H2
LOC-Os04g39050	C2H2
LOC-Os04g39520	C2H2
LOC-Os04g41060	C3H
LOC-Os04g46670	C2H2
LOC-Os04g46680	C2H2
LOC-Os04g47860	C2H2
LOC-Os04g47860	C2H2
LOC-Os04g47860	C2H2
LOC-Os04g47860	C2H2
LOC-Os04g47860	C2H2
LOC-Os04g50070	C2H2
LOC-Os04g57010	C3H
LOC-Os04g57010	C3H
LOC-Os04g57600	C3H
LOC-Os04g59380	C2H2
LOC-Os05g01550	C2H2
LOC-Os05g02390	C2H2
LOC-Os05g03020	C2H2
LOC-Os05g03760	C3H
LOC-Os05g10670	C3H
LOC-Os05g14130	C2H2
LOC-Os05g20930	C2H2
LOC-Os05g37190	C2H2
LOC-Os05g38600	C2H2
LOC-Os05g38620	C2H2
LOC-Os05g41790	C3H
LOC-Os05g45020	C3H
LOC-Os05g50080	C3H
LOC-Os05g51830	C2H2
LOC-Os06g07020	C2H2
LOC-Os06g10470	C2H2
LOC-Os06g20020	C2H2
LOC-Os06g21390	C3H
LOC-Os06g21390	C3H
LOC-Os06g21390	C3H
LOC-Os06g21390	C3H
LOC-Os06g32720	C3H
LOC-Os06g32860	C3H
LOC-Os06g32860	C3H
LOC-Os06g40960	C2H2
LOC-Os06g41384	C3H
LOC-Os06g41384	C3H
LOC-Os06g46400	C3H
LOC-Os06g46890	C3H
LOC-Os06g49080	C3H
LOC-Os06g51140	C2H2
LOC-Os07g01180	C2H2
LOC-Os07g04580	C3H
LOC-Os07g04650	C3H
LOC-Os07g23450	C2H2
LOC-Os07g28910	LSD
LOC-Os07g38090	C3H
LOC-Os07g38090	C3H
LOC-Os07g38240	C2H2
LOC-Os07g39310	C2H2
LOC-Os07g39970	C2H2
LOC-Os07g40080	C2H2
LOC-Os07g40780	C2H2
LOC-Os07g40950	C2H2
LOC-Os07g44640	C2H2
LOC-Os08g03610	LSD
LOC-Os08g04170	C3H
LOC-Os08g06280	LSD
LOC-Os08g06280	LSD
LOC-Os08g06280	LSD
LOC-Os08g06280	LSD
LOC-Os08g06280	LSD
LOC-Os08g06280	LSD
LOC-Os08g06280	LSD
LOC-Os08g06330	C3H
LOC-Os08g17640	C2H2
LOC-Os08g20580	C2H2
LOC-Os08g36390	C2H2
LOC-Os08g37904	C2H2
LOC-Os08g37904	C2H2
LOC-Os08g37904	C2H2
LOC-Os08g37904	C2H2
LOC-Os08g37904	C2H2
LOC-Os08g37904	C2H2
LOC-Os08g37920	C2H2
LOC-Os08g37920	C2H2
LOC-Os08g38370	C3H
LOC-Os08g39390	C2H2
LOC-Os08g44050	C2H2
LOC-Os08g44050	C2H2
LOC-Os08g44050	C2H2
LOC-Os08g44050	C2H2
LOC-Os08g44190	C2H2
LOC-Os08g44830	C2H2
LOC-Os09g03500	C2H2
LOC-Os09g10980	C2H2
LOC-Os09g13530	C3H
LOC-Os09g13680	C2H2
LOC-Os09g26210	C2H2
LOC-Os09g27650	C2H2
LOC-Os09g31140	C2H2
LOC-Os09g38340	C2H2
LOC-Os09g38340	C2H2
LOC-Os09g38340	C2H2
LOC-Os09g38610	C2H2
LOC-Os09g39660	C2H2
LOC-Os09g39660	C2H2
LOC-Os10g07080	C2H2
LOC-Os10g25220	C3H
LOC-Os10g28330	C2H2
LOC-Os11g06840	C2H2
LOC-Os11g25610	C2H2
LOC-Os11g28270	C3H
LOC-Os11g28270	C3H
LOC-Os11g28270	C3H
LOC-Os11g30484	C2H2
LOC-Os11g47620	C2H2
LOC-Os11g47630	C2H2
LOC-Os11g48000	C2H2
LOC-Os12g03554	C3H
LOC-Os12g07280	C2H2
LOC-Os12g18120	C3H
LOC-Os12g18120	C3H
LOC-Os12g18120	C3H
LOC-Os12g18150	C2H2
LOC-Os12g21700	C3H
LOC-Os12g33090	C3H
LOC-Os12g38940	C2H2
LOC-Os12g38960	C2H2
LOC-Os12g39400	C2H2
LOC-Os12g41700	LSD
LOC-Os01g03720	MYB
LOC-Os01g04930	MYB
LOC-Os01g07450	MYB
LOC-Os01g09590	MYB
LOC-Os01g12860	MYB
LOC-Os01g16810	MYB
LOC-Os01g18240	MYB
LOC-Os01g19330	MYB
LOC-Os01g19970	MYB
LOC-Os01g36460	MYB
LOC-Os01g45090	MYB
LOC-Os01g49160	MYB
LOC-Os01g50110	MYB
LOC-Os01g50720	MYB
LOC-Os01g51260	MYB
LOC-Os01g52410	MYB
LOC-Os01g59660	MYB
LOC-Os01g59660	MYB
LOC-Os01g59660	MYB
LOC-Os01g59660	MYB
LOC-Os01g62410	MYB
LOC-Os01g62410	MYB
LOC-Os01g63160	MYB
LOC-Os01g63460	MYB
LOC-Os01g63680	MYB
LOC-Os01g64360	MYB
LOC-Os01g65370	MYB
LOC-Os01g74410	MYB
LOC-Os01g74590	MYB
LOC-Os02g02370	MYB
LOC-Os02g09480	MYB
LOC-Os02g17190	MYB
LOC-Os02g36890	MYB
LOC-Os02g40530	MYB
LOC-Os02g41510	MYB
LOC-Os02g42850	MYB
LOC-Os02g42870	MYB
LOC-Os02g46780	MYB
LOC-Os02g49250	MYB
LOC-Os02g49986	MYB
LOC-Os02g51799	MYB
LOC-Os02g54520	MYB
LOC-Os03g04900	MYB
LOC-Os03g13310	MYB
LOC-Os03g18480	MYB
LOC-Os03g19120	MYB
LOC-Os03g20090	MYB
LOC-Os03g25550	MYB
LOC-Os03g26130	MYB
LOC-Os03g27090	MYB
LOC-Os03g29614	MYB
LOC-Os03g38210	MYB
LOC-Os03g51110	MYB
LOC-Os03g56090	MYB
LOC-Os04g28090	MYB
LOC-Os04g30890	MYB
LOC-Os04g38740	MYB
LOC-Os04g39470	MYB
LOC-Os04g42950	MYB
LOC-Os04g43680	MYB
LOC-Os04g45020	MYB
LOC-Os04g45060	MYB
LOC-Os04g46384	MYB
LOC-Os04g50680	MYB
LOC-Os04g50770	MYB
LOC-Os05g04210	MYB
LOC-Os05g04820	MYB
LOC-Os05g28320	MYB
LOC-Os05g35500	MYB
LOC-Os05g37060	MYB
LOC-Os05g37730	MYB
LOC-Os05g38460	MYB
LOC-Os05g41166	MYB
LOC-Os05g46610	MYB
LOC-Os05g48010	MYB
LOC-Os05g49310	MYB
LOC-Os06g02250	MYB
LOC-Os06g06740	MYB
LOC-Os06g10350	MYB
LOC-Os06g11780	MYB
LOC-Os06g14670	MYB
LOC-Os06g14700	MYB
LOC-Os06g40330	MYB
LOC-Os06g43090	MYB
LOC-Os06g46560	MYB
LOC-Os07g04700	MYB
LOC-Os07g04700	MYB
LOC-Os07g04700	MYB
LOC-Os07g04700	MYB
LOC-Os07g04700	MYB
LOC-Os07g12130	MYB
LOC-Os07g14110	MYB
LOC-Os07g25370	MYB
LOC-Os07g31470	MYB
LOC-Os07g37210	MYB
LOC-Os07g43420	MYB
LOC-Os07g43580	MYB
LOC-Os07g44090	MYB
LOC-Os07g48870	MYB
LOC-Os08g05520	MYB
LOC-Os08g15020	MYB
LOC-Os08g33150	MYB
LOC-Os08g33660	MYB
LOC-Os08g33800	MYB
LOC-Os08g33940	MYB
LOC-Os08g34960	MYB
LOC-Os08g37970	MYB
LOC-Os08g43550	MYB
LOC-Os09g01960	MYB
LOC-Os09g23620	MYB
LOC-Os09g24800	MYB
LOC-Os09g26170	MYB
LOC-Os09g36250	MYB
LOC-Os09g36730	MYB
LOC-Os10g20990	MYB
LOC-Os10g33810	MYB
LOC-Os10g35660	MYB
LOC-Os11g03440	MYB
LOC-Os11g10130	MYB
LOC-Os11g35390	MYB
LOC-Os11g45740	MYB
LOC-Os11g47460	MYB
LOC-Os12g03150	MYB
LOC-Os12g07610	MYB
LOC-Os12g07640	MYB
LOC-Os12g13570	MYB
LOC-Os12g33070	MYB
LOC-Os12g37690	MYB
LOC-Os12g37970	MYB
LOC-Os12g38400	MYB
LOC-Os01g06320	MYB_related
LOC-Os01g07430	MYB_related
LOC-Os01g09280	MYB_related
LOC-Os01g09640	MYB_related
LOC-Os01g09760	MYB_related
LOC-Os01g11200	MYB_related
LOC-Os01g12700	MYB_related
LOC-Os01g34060	MYB_related
LOC-Os01g40670	MYB_related
LOC-Os01g40670	MYB_related
LOC-Os01g41900	MYB_related
LOC-Os01g41900	MYB_related
LOC-Os01g43180	MYB_related
LOC-Os01g43230	MYB_related
LOC-Os01g43230	MYB_related
LOC-Os01g44370	MYB_related
LOC-Os01g47370	MYB_related
LOC-Os01g51154	MYB_related
LOC-Os01g51154	MYB_related
LOC-Os01g51154	MYB_related
LOC-Os01g74410	MYB_related
LOC-Os02g30700	MYB_related
LOC-Os02g34630	MYB_related
LOC-Os02g34630	MYB_related
LOC-Os02g42850	MYB_related
LOC-Os02g45670	MYB_related
LOC-Os02g46030	MYB_related
LOC-Os02g47744	MYB_related
LOC-Os02g47744	MYB_related
LOC-Os02g47744	MYB_related
LOC-Os02g47744	MYB_related
LOC-Os02g53670	MYB_related
LOC-Os02g53670	MYB_related
LOC-Os02g53670	MYB_related
LOC-Os02g53670	MYB_related
LOC-Os03g13790	MYB_related
LOC-Os03g13790	MYB_related
LOC-Os03g14810	MYB_related
LOC-Os03g19630	MYB_related
LOC-Os03g25304	MYB_related
LOC-Os03g31230	MYB_related
LOC-Os03g31230	MYB_related
LOC-Os03g53960	MYB_related
LOC-Os03g53960	MYB_related
LOC-Os03g62100	MYB_related
LOC-Os03g62379	MYB_related
LOC-Os03g63890	MYB_related
LOC-Os04g27410	MYB_related
LOC-Os04g47750	MYB_related
LOC-Os04g49450	MYB_related
LOC-Os04g58020	MYB_related
LOC-Os05g02420	MYB_related
LOC-Os05g03550	MYB_related
LOC-Os05g07010	MYB_related
LOC-Os05g07010	MYB_related
LOC-Os05g10690	MYB_related
LOC-Os05g37050	MYB_related
LOC-Os05g49240	MYB_related
LOC-Os05g50340	MYB_related
LOC-Os05g50350	MYB_related
LOC-Os05g51160	MYB_related
LOC-Os05g51160	MYB_related
LOC-Os06g01670	MYB_related
LOC-Os06g04960	MYB_related
LOC-Os06g07640	MYB_related
LOC-Os06g07650	MYB_related
LOC-Os06g08290	MYB_related
LOC-Os06g14010	MYB_related
LOC-Os06g14710	MYB_related
LOC-Os06g19980	MYB_related
LOC-Os06g45840	MYB_related
LOC-Os06g45840	MYB_related
LOC-Os06g51260	MYB_related
LOC-Os07g25150	MYB_related
LOC-Os07g26150	MYB_related
LOC-Os07g30130	MYB_related
LOC-Os07g30130	MYB_related
LOC-Os07g30130	MYB_related
LOC-Os07g30130	MYB_related
LOC-Os07g44090	MYB_related
LOC-Os07g44090	MYB_related
LOC-Os07g49530	MYB_related
LOC-Os08g04840	MYB_related
LOC-Os08g05510	MYB_related
LOC-Os08g05510	MYB_related
LOC-Os08g06110	MYB_related
LOC-Os08g06110	MYB_related
LOC-Os08g06110	MYB_related
LOC-Os08g06110	MYB_related
LOC-Os08g06240	MYB_related
LOC-Os08g39980	MYB_related
LOC-Os09g31454	MYB_related
LOC-Os10g30690	MYB_related
LOC-Os10g30719	MYB_related
LOC-Os10g41200	MYB_related
LOC-Os10g41200	MYB_related
LOC-Os10g41260	MYB_related
LOC-Os11g47460	MYB_related
LOC-Os11g47460	MYB_related
LOC-Os11g47460	MYB_related
LOC-Os12g33950	MYB_related
LOC-Os12g37970	MYB_related
LOC-Os12g37970	MYB_related
LOC-Os12g41920	MYB_related
LOC-Os12g41920	MYB_related
LOC-Os12g41920	MYB_related
