Orthogroup	Sorghum	Rice
OG0003606	"Sobic.004G163700.1.p pacid=37932835 transcript=Sobic.004G163700.1 locus=Sobic.004G163700 ID=Sobic.004G163700.1.v3.2 annot-version=v3.1.1, Sobic.006G066800.2.p pacid=37945727 transcript=Sobic.006G066800.2 locus=Sobic.006G066800 ID=Sobic.006G066800.2.v3.2 annot-version=v3.1.1"	LOC_Os02g32660.1 pacid=33136375 transcript=LOC_Os02g32660.1 locus=LOC_Os02g32660 ID=LOC_Os02g32660.1.MSUv7.0 annot-version=v7.0
OG0003504	Sobic.004G312100.1.p pacid=37932837 transcript=Sobic.004G312100.1 locus=Sobic.004G312100 ID=Sobic.004G312100.1.v3.2 annot-version=v3.1.1	LOC_Os02g53070.1 pacid=33137067 transcript=LOC_Os02g53070.1 locus=LOC_Os02g53070 ID=LOC_Os02g53070.1.MSUv7.0 annot-version=v7.0
OG0007793	Sobic.004G181500.1.p pacid=37932839 transcript=Sobic.004G181500.1 locus=Sobic.004G181500 ID=Sobic.004G181500.1.v3.2 annot-version=v3.1.1	LOC_Os02g35450.1 pacid=33140128 transcript=LOC_Os02g35450.1 locus=LOC_Os02g35450 ID=LOC_Os02g35450.1.MSUv7.0 annot-version=v7.0
OG0010859	Sobic.004G350700.1.p pacid=37932843 transcript=Sobic.004G350700.1 locus=Sobic.004G350700 ID=Sobic.004G350700.1.v3.2 annot-version=v3.1.1	LOC_Os02g57690.2 pacid=33139912 transcript=LOC_Os02g57690.2 locus=LOC_Os02g57690 ID=LOC_Os02g57690.2.MSUv7.0 annot-version=v7.0
OG0002588	Sobic.004G037900.2.p pacid=37932844 transcript=Sobic.004G037900.2 locus=Sobic.004G037900 ID=Sobic.004G037900.2.v3.2 annot-version=v3.1.1	LOC_Os02g04840.1 pacid=33136182 transcript=LOC_Os02g04840.1 locus=LOC_Os02g04840 ID=LOC_Os02g04840.1.MSUv7.0 annot-version=v7.0
OG0007106	Sobic.004G024600.1.p pacid=37932846 transcript=Sobic.004G024600.1 locus=Sobic.004G024600 ID=Sobic.004G024600.1.v3.2 annot-version=v3.1.1	LOC_Os02g03330.1 pacid=33139184 transcript=LOC_Os02g03330.1 locus=LOC_Os02g03330 ID=LOC_Os02g03330.1.MSUv7.0 annot-version=v7.0
OG0008785	Sobic.004G348100.2.p pacid=37932851 transcript=Sobic.004G348100.2 locus=Sobic.004G348100 ID=Sobic.004G348100.2.v3.2 annot-version=v3.1.1	LOC_Os02g57430.1 pacid=33140136 transcript=LOC_Os02g57430.1 locus=LOC_Os02g57430 ID=LOC_Os02g57430.1.MSUv7.0 annot-version=v7.0
OG0003057	Sobic.004G281200.1.p pacid=37932853 transcript=Sobic.004G281200.1 locus=Sobic.004G281200 ID=Sobic.004G281200.1.v3.2 annot-version=v3.1.1	LOC_Os02g45760.1 pacid=33139559 transcript=LOC_Os02g45760.1 locus=LOC_Os02g45760 ID=LOC_Os02g45760.1.MSUv7.0 annot-version=v7.0
OG0009554	Sobic.004G030600.2.p pacid=37932854 transcript=Sobic.004G030600.2 locus=Sobic.004G030600 ID=Sobic.004G030600.2.v3.2 annot-version=v3.1.1	LOC_Os02g03930.1 pacid=33140016 transcript=LOC_Os02g03930.1 locus=LOC_Os02g03930 ID=LOC_Os02g03930.1.MSUv7.0 annot-version=v7.0
OG0002151	Sobic.004G237300.1.p pacid=37932856 transcript=Sobic.004G237300.1 locus=Sobic.004G237300 ID=Sobic.004G237300.1.v3.2 annot-version=v3.1.1	LOC_Os02g51280.1 pacid=33134358 transcript=LOC_Os02g51280.1 locus=LOC_Os02g51280 ID=LOC_Os02g51280.1.MSUv7.0 annot-version=v7.0
OG0015666	Sobic.004G051600.1.p pacid=37932857 transcript=Sobic.004G051600.1 locus=Sobic.004G051600 ID=Sobic.004G051600.1.v3.2 annot-version=v3.1.1	LOC_Os02g06880.1 pacid=33135314 transcript=LOC_Os02g06880.1 locus=LOC_Os02g06880 ID=LOC_Os02g06880.1.MSUv7.0 annot-version=v7.0
OG0009803	Sobic.004G096700.1.p pacid=37932858 transcript=Sobic.004G096700.1 locus=Sobic.004G096700 ID=Sobic.004G096700.1.v3.2 annot-version=v3.1.1	LOC_Os02g13140.1 pacid=33134220 transcript=LOC_Os02g13140.1 locus=LOC_Os02g13140 ID=LOC_Os02g13140.1.MSUv7.0 annot-version=v7.0
OG0005871	Sobic.004G259800.1.p pacid=37932859 transcript=Sobic.004G259800.1 locus=Sobic.004G259800 ID=Sobic.004G259800.1.v3.2 annot-version=v3.1.1	LOC_Os02g48650.1 pacid=33137142 transcript=LOC_Os02g48650.1 locus=LOC_Os02g48650 ID=LOC_Os02g48650.1.MSUv7.0 annot-version=v7.0
OG0003193	Sobic.004G066500.1.p pacid=37932860 transcript=Sobic.004G066500.1 locus=Sobic.004G066500 ID=Sobic.004G066500.1.v3.2 annot-version=v3.1.1	LOC_Os02g08490.1 pacid=33136790 transcript=LOC_Os02g08490.1 locus=LOC_Os02g08490 ID=LOC_Os02g08490.1.MSUv7.0 annot-version=v7.0
OG0013602	Sobic.004G056100.2.p pacid=37932862 transcript=Sobic.004G056100.2 locus=Sobic.004G056100 ID=Sobic.004G056100.2.v3.2 annot-version=v3.1.1	LOC_Os01g34860.1 pacid=33121956 transcript=LOC_Os01g34860.1 locus=LOC_Os01g34860 ID=LOC_Os01g34860.1.MSUv7.0 annot-version=v7.0
OG0008895	Sobic.004G048800.1.p pacid=37932866 transcript=Sobic.004G048800.1 locus=Sobic.004G048800 ID=Sobic.004G048800.1.v3.2 annot-version=v3.1.1	LOC_Os02g06500.1 pacid=33137865 transcript=LOC_Os02g06500.1 locus=LOC_Os02g06500 ID=LOC_Os02g06500.1.MSUv7.0 annot-version=v7.0
OG0017515	Sobic.004G153100.1.p pacid=37932867 transcript=Sobic.004G153100.1 locus=Sobic.004G153100 ID=Sobic.004G153100.1.v3.2 annot-version=v3.1.1	LOC_Os02g30150.1 pacid=33135827 transcript=LOC_Os02g30150.1 locus=LOC_Os02g30150 ID=LOC_Os02g30150.1.MSUv7.0 annot-version=v7.0
OG0004483	Sobic.004G177600.1.p pacid=37932869 transcript=Sobic.004G177600.1 locus=Sobic.004G177600 ID=Sobic.004G177600.1.v3.2 annot-version=v3.1.1	LOC_Os02g35100.1 pacid=33138116 transcript=LOC_Os02g35100.1 locus=LOC_Os02g35100 ID=LOC_Os02g35100.1.MSUv7.0 annot-version=v7.0
OG0003407	Sobic.004G258700.1.p pacid=37932870 transcript=Sobic.004G258700.1 locus=Sobic.004G258700 ID=Sobic.004G258700.1.v3.2 annot-version=v3.1.1	"LOC_Os02g48810.1 pacid=33137998 transcript=LOC_Os02g48810.1 locus=LOC_Os02g48810 ID=LOC_Os02g48810.1.MSUv7.0 annot-version=v7.0, LOC_Os06g20410.1 pacid=33147399 transcript=LOC_Os06g20410.1 locus=LOC_Os06g20410 ID=LOC_Os06g20410.1.MSUv7.0 annot-version=v7.0"
OG0001990	"Sobic.004G035500.1.p pacid=37932874 transcript=Sobic.004G035500.1 locus=Sobic.004G035500 ID=Sobic.004G035500.1.v3.2 annot-version=v3.1.1, Sobic.002G233700.1.p pacid=37953307 transcript=Sobic.002G233700.1 locus=Sobic.002G233700 ID=Sobic.002G233700.1.v3.2 annot-version=v3.1.1"	LOC_Os09g29430.1 pacid=33142234 transcript=LOC_Os09g29430.1 locus=LOC_Os09g29430 ID=LOC_Os09g29430.1.MSUv7.0 annot-version=v7.0
OG0000378	Sobic.004G076800.1.p pacid=37932876 transcript=Sobic.004G076800.1 locus=Sobic.004G076800 ID=Sobic.004G076800.1.v3.2 annot-version=v3.1.1	"LOC_Os02g09980.1 pacid=33138298 transcript=LOC_Os02g09980.1 locus=LOC_Os02g09980 ID=LOC_Os02g09980.1.MSUv7.0 annot-version=v7.0, LOC_Os02g09990.1 pacid=33138868 transcript=LOC_Os02g09990.1 locus=LOC_Os02g09990 ID=LOC_Os02g09990.1.MSUv7.0 annot-version=v7.0"
OG0015609	Sobic.004G164100.1.p pacid=37932877 transcript=Sobic.004G164100.1 locus=Sobic.004G164100 ID=Sobic.004G164100.1.v3.2 annot-version=v3.1.1	LOC_Os02g32780.1 pacid=33134027 transcript=LOC_Os02g32780.1 locus=LOC_Os02g32780 ID=LOC_Os02g32780.1.MSUv7.0 annot-version=v7.0
OG0007395	Sobic.004G103000.1.p pacid=37932882 transcript=Sobic.004G103000.1 locus=Sobic.004G103000 ID=Sobic.004G103000.1.v3.2 annot-version=v3.1.1	LOC_Os02g13960.1 pacid=33138565 transcript=LOC_Os02g13960.1 locus=LOC_Os02g13960 ID=LOC_Os02g13960.1.MSUv7.0 annot-version=v7.0
OG0003313	Sobic.004G143300.1.p pacid=37932886 transcript=Sobic.004G143300.1 locus=Sobic.004G143300 ID=Sobic.004G143300.1.v3.2 annot-version=v3.1.1	LOC_Os02g27060.1 pacid=33135412 transcript=LOC_Os02g27060.1 locus=LOC_Os02g27060 ID=LOC_Os02g27060.1.MSUv7.0 annot-version=v7.0
OG0015799	Sobic.004G269500.1.p pacid=37932888 transcript=Sobic.004G269500.1 locus=Sobic.004G269500 ID=Sobic.004G269500.1.v3.2 annot-version=v3.1.1	LOC_Os02g47370.1 pacid=33139497 transcript=LOC_Os02g47370.1 locus=LOC_Os02g47370 ID=LOC_Os02g47370.1.MSUv7.0 annot-version=v7.0
OG0000184	"Sobic.004G100500.1.p pacid=37932889 transcript=Sobic.004G100500.1 locus=Sobic.004G100500 ID=Sobic.004G100500.1.v3.2 annot-version=v3.1.1, Sobic.004G100700.1.p pacid=37933978 transcript=Sobic.004G100700.1 locus=Sobic.004G100700 ID=Sobic.004G100700.1.v3.2 annot-version=v3.1.1"	LOC_Os02g13710.1 pacid=33135941 transcript=LOC_Os02g13710.1 locus=LOC_Os02g13710 ID=LOC_Os02g13710.1.MSUv7.0 annot-version=v7.0
OG0015733	Sobic.004G215100.1.p pacid=37932890 transcript=Sobic.004G215100.1 locus=Sobic.004G215100 ID=Sobic.004G215100.1.v3.2 annot-version=v3.1.1	LOC_Os02g40410.1 pacid=33137440 transcript=LOC_Os02g40410.1 locus=LOC_Os02g40410 ID=LOC_Os02g40410.1.MSUv7.0 annot-version=v7.0
OG0009297	Sobic.004G335700.1.p pacid=37932891 transcript=Sobic.004G335700.1 locus=Sobic.004G335700 ID=Sobic.004G335700.1.v3.2 annot-version=v3.1.1	LOC_Os02g56020.1 pacid=33136958 transcript=LOC_Os02g56020.1 locus=LOC_Os02g56020 ID=LOC_Os02g56020.1.MSUv7.0 annot-version=v7.0
OG0013840	Sobic.004G068200.1.p pacid=37932892 transcript=Sobic.004G068200.1 locus=Sobic.004G068200 ID=Sobic.004G068200.1.v3.2 annot-version=v3.1.1	LOC_Os02g09140.1 pacid=33139357 transcript=LOC_Os02g09140.1 locus=LOC_Os02g09140 ID=LOC_Os02g09140.1.MSUv7.0 annot-version=v7.0
OG0003901	Sobic.004G283400.1.p pacid=37932894 transcript=Sobic.004G283400.1 locus=Sobic.004G283400 ID=Sobic.004G283400.1.v3.2 annot-version=v3.1.1	LOC_Os02g45390.1 pacid=33135598 transcript=LOC_Os02g45390.1 locus=LOC_Os02g45390 ID=LOC_Os02g45390.1.MSUv7.0 annot-version=v7.0
OG0008059	Sobic.004G337300.1.p pacid=37932895 transcript=Sobic.004G337300.1 locus=Sobic.004G337300 ID=Sobic.004G337300.1.v3.2 annot-version=v3.1.1	LOC_Os02g56190.1 pacid=33135372 transcript=LOC_Os02g56190.1 locus=LOC_Os02g56190 ID=LOC_Os02g56190.1.MSUv7.0 annot-version=v7.0
OG0006031	Sobic.004G063300.1.p pacid=37932896 transcript=Sobic.004G063300.1 locus=Sobic.004G063300 ID=Sobic.004G063300.1.v3.2 annot-version=v3.1.1	LOC_Os10g26560.1 pacid=33100631 transcript=LOC_Os10g26560.1 locus=LOC_Os10g26560 ID=LOC_Os10g26560.1.MSUv7.0 annot-version=v7.0
OG0003450	Sobic.004G277300.1.p pacid=37932902 transcript=Sobic.004G277300.1 locus=Sobic.004G277300 ID=Sobic.004G277300.1.v3.2 annot-version=v3.1.1	LOC_Os02g46340.1 pacid=33135002 transcript=LOC_Os02g46340.1 locus=LOC_Os02g46340 ID=LOC_Os02g46340.1.MSUv7.0 annot-version=v7.0
OG0000396	Sobic.004G075800.1.p pacid=37932903 transcript=Sobic.004G075800.1 locus=Sobic.004G075800 ID=Sobic.004G075800.1.v3.2 annot-version=v3.1.1	LOC_Os08g20570.1 pacid=33106168 transcript=LOC_Os08g20570.1 locus=LOC_Os08g20570 ID=LOC_Os08g20570.1.MSUv7.0 annot-version=v7.0
OG0015792	Sobic.004G107100.1.p pacid=37932904 transcript=Sobic.004G107100.1 locus=Sobic.004G107100 ID=Sobic.004G107100.1.v3.2 annot-version=v3.1.1	LOC_Os02g14760.1 pacid=33139255 transcript=LOC_Os02g14760.1 locus=LOC_Os02g14760 ID=LOC_Os02g14760.1.MSUv7.0 annot-version=v7.0
OG0009895	Sobic.004G263500.1.p pacid=37932906 transcript=Sobic.004G263500.1 locus=Sobic.004G263500 ID=Sobic.004G263500.1.v3.2 annot-version=v3.1.1	LOC_Os02g48110.1 pacid=33134306 transcript=LOC_Os02g48110.1 locus=LOC_Os02g48110 ID=LOC_Os02g48110.1.MSUv7.0 annot-version=v7.0
OG0013818	Sobic.004G185500.1.p pacid=37932912 transcript=Sobic.004G185500.1 locus=Sobic.004G185500 ID=Sobic.004G185500.1.v3.2 annot-version=v3.1.1	LOC_Os02g35830.1 pacid=33137046 transcript=LOC_Os02g35830.1 locus=LOC_Os02g35830 ID=LOC_Os02g35830.1.MSUv7.0 annot-version=v7.0
OG0015682	Sobic.004G356600.1.p pacid=37932914 transcript=Sobic.004G356600.1 locus=Sobic.004G356600 ID=Sobic.004G356600.1.v3.2 annot-version=v3.1.1	LOC_Os02g58330.1 pacid=33135814 transcript=LOC_Os02g58330.1 locus=LOC_Os02g58330 ID=LOC_Os02g58330.1.MSUv7.0 annot-version=v7.0
OG0002994	Sobic.004G040600.1.p pacid=37932915 transcript=Sobic.004G040600.1 locus=Sobic.004G040600 ID=Sobic.004G040600.1.v3.2 annot-version=v3.1.1	LOC_Os02g05500.1 pacid=33135770 transcript=LOC_Os02g05500.1 locus=LOC_Os02g05500 ID=LOC_Os02g05500.1.MSUv7.0 annot-version=v7.0
OG0003933	Sobic.004G189100.1.p pacid=37932919 transcript=Sobic.004G189100.1 locus=Sobic.004G189100 ID=Sobic.004G189100.1.v3.2 annot-version=v3.1.1	LOC_Os02g36510.1 pacid=33134062 transcript=LOC_Os02g36510.1 locus=LOC_Os02g36510 ID=LOC_Os02g36510.1.MSUv7.0 annot-version=v7.0
OG0005143	Sobic.004G160700.1.p pacid=37932920 transcript=Sobic.004G160700.1 locus=Sobic.004G160700 ID=Sobic.004G160700.1.v3.2 annot-version=v3.1.1	LOC_Os02g32350.1 pacid=33136759 transcript=LOC_Os02g32350.1 locus=LOC_Os02g32350 ID=LOC_Os02g32350.1.MSUv7.0 annot-version=v7.0
OG0002786	Sobic.004G007800.1.p pacid=37932922 transcript=Sobic.004G007800.1 locus=Sobic.004G007800 ID=Sobic.004G007800.1.v3.2 annot-version=v3.1.1	LOC_Os02g02040.1 pacid=33138155 transcript=LOC_Os02g02040.1 locus=LOC_Os02g02040 ID=LOC_Os02g02040.1.MSUv7.0 annot-version=v7.0
OG0004903	Sobic.004G269100.4.p pacid=37932924 transcript=Sobic.004G269100.4 locus=Sobic.004G269100 ID=Sobic.004G269100.4.v3.2 annot-version=v3.1.1	LOC_Os02g47420.3 pacid=33138560 transcript=LOC_Os02g47420.3 locus=LOC_Os02g47420 ID=LOC_Os02g47420.3.MSUv7.0 annot-version=v7.0
OG0007299	Sobic.004G053600.3.p pacid=37932928 transcript=Sobic.004G053600.3 locus=Sobic.004G053600 ID=Sobic.004G053600.3.v3.2 annot-version=v3.1.1	LOC_Os02g07150.1 pacid=33140185 transcript=LOC_Os02g07150.1 locus=LOC_Os02g07150 ID=LOC_Os02g07150.1.MSUv7.0 annot-version=v7.0
OG0015779	Sobic.004G314800.2.p pacid=37932934 transcript=Sobic.004G314800.2 locus=Sobic.004G314800 ID=Sobic.004G314800.2.v3.2 annot-version=v3.1.1	LOC_Os02g53350.1 pacid=33138858 transcript=LOC_Os02g53350.1 locus=LOC_Os02g53350 ID=LOC_Os02g53350.1.MSUv7.0 annot-version=v7.0
OG0015927	Sobic.004G182600.1.p pacid=37932938 transcript=Sobic.004G182600.1 locus=Sobic.004G182600 ID=Sobic.004G182600.1.v3.2 annot-version=v3.1.1	LOC_Os06g30480.1 pacid=33144879 transcript=LOC_Os06g30480.1 locus=LOC_Os06g30480 ID=LOC_Os06g30480.1.MSUv7.0 annot-version=v7.0
OG0007859	Sobic.004G096300.1.p pacid=37932942 transcript=Sobic.004G096300.1 locus=Sobic.004G096300 ID=Sobic.004G096300.1.v3.2 annot-version=v3.1.1	LOC_Os02g13100.1 pacid=33135142 transcript=LOC_Os02g13100.1 locus=LOC_Os02g13100 ID=LOC_Os02g13100.1.MSUv7.0 annot-version=v7.0
OG0012095	Sobic.004G320600.1.p pacid=37932943 transcript=Sobic.004G320600.1 locus=Sobic.004G320600 ID=Sobic.004G320600.1.v3.2 annot-version=v3.1.1	LOC_Os06g28124.1 pacid=33148974 transcript=LOC_Os06g28124.1 locus=LOC_Os06g28124 ID=LOC_Os06g28124.1.MSUv7.0 annot-version=v7.0
OG0007643	Sobic.004G265900.1.p pacid=37932944 transcript=Sobic.004G265900.1 locus=Sobic.004G265900 ID=Sobic.004G265900.1.v3.2 annot-version=v3.1.1	LOC_Os02g47850.1 pacid=33139108 transcript=LOC_Os02g47850.1 locus=LOC_Os02g47850 ID=LOC_Os02g47850.1.MSUv7.0 annot-version=v7.0
OG0008064	Sobic.004G223900.1.p pacid=37932945 transcript=Sobic.004G223900.1 locus=Sobic.004G223900 ID=Sobic.004G223900.1.v3.2 annot-version=v3.1.1	LOC_Os05g30880.1 pacid=33156953 transcript=LOC_Os05g30880.1 locus=LOC_Os05g30880 ID=LOC_Os05g30880.1.MSUv7.0 annot-version=v7.0
OG0001673	Sobic.004G351700.1.p pacid=37932946 transcript=Sobic.004G351700.1 locus=Sobic.004G351700 ID=Sobic.004G351700.1.v3.2 annot-version=v3.1.1	LOC_Os02g57790.1 pacid=33137692 transcript=LOC_Os02g57790.1 locus=LOC_Os02g57790 ID=LOC_Os02g57790.1.MSUv7.0 annot-version=v7.0
OG0015716	Sobic.004G225400.1.p pacid=37932949 transcript=Sobic.004G225400.1 locus=Sobic.004G225400 ID=Sobic.004G225400.1.v3.2 annot-version=v3.1.1	LOC_Os02g42380.1 pacid=33136859 transcript=LOC_Os02g42380.1 locus=LOC_Os02g42380 ID=LOC_Os02g42380.1.MSUv7.0 annot-version=v7.0
OG0003623	Sobic.004G314900.1.p pacid=37932950 transcript=Sobic.004G314900.1 locus=Sobic.004G314900 ID=Sobic.004G314900.1.v3.2 annot-version=v3.1.1	LOC_Os02g53360.1 pacid=33135348 transcript=LOC_Os02g53360.1 locus=LOC_Os02g53360 ID=LOC_Os02g53360.1.MSUv7.0 annot-version=v7.0
OG0000348	Sobic.004G232900.2.p pacid=37932952 transcript=Sobic.004G232900.2 locus=Sobic.004G232900 ID=Sobic.004G232900.2.v3.2 annot-version=v3.1.1	LOC_Os02g51680.1 pacid=33136074 transcript=LOC_Os02g51680.1 locus=LOC_Os02g51680 ID=LOC_Os02g51680.1.MSUv7.0 annot-version=v7.0
OG0015723	Sobic.004G273800.1.p pacid=37932954 transcript=Sobic.004G273800.1 locus=Sobic.004G273800 ID=Sobic.004G273800.1.v3.2 annot-version=v3.1.1	LOC_Os02g46780.1 pacid=33137058 transcript=LOC_Os02g46780.1 locus=LOC_Os02g46780 ID=LOC_Os02g46780.1.MSUv7.0 annot-version=v7.0
OG0001440	Sobic.004G202400.1.p pacid=37932955 transcript=Sobic.004G202400.1 locus=Sobic.004G202400 ID=Sobic.004G202400.1.v3.2 annot-version=v3.1.1	LOC_Os02g38230.1 pacid=33140079 transcript=LOC_Os02g38230.1 locus=LOC_Os02g38230 ID=LOC_Os02g38230.1.MSUv7.0 annot-version=v7.0
OG0007139	Sobic.004G151500.3.p pacid=37932957 transcript=Sobic.004G151500.3 locus=Sobic.004G151500 ID=Sobic.004G151500.3.v3.2 annot-version=v3.1.1	LOC_Os02g29550.1 pacid=33140246 transcript=LOC_Os02g29550.1 locus=LOC_Os02g29550 ID=LOC_Os02g29550.1.MSUv7.0 annot-version=v7.0
OG0000743	Sobic.004G070900.1.p pacid=37932960 transcript=Sobic.004G070900.1 locus=Sobic.004G070900 ID=Sobic.004G070900.1.v3.2 annot-version=v3.1.1	LOC_Os02g09480.1 pacid=33136696 transcript=LOC_Os02g09480.1 locus=LOC_Os02g09480 ID=LOC_Os02g09480.1.MSUv7.0 annot-version=v7.0
OG0017530	Sobic.004G167600.2.p pacid=37932965 transcript=Sobic.004G167600.2 locus=Sobic.004G167600 ID=Sobic.004G167600.2.v3.2 annot-version=v3.1.1	LOC_Os02g33320.2 pacid=33138396 transcript=LOC_Os02g33320.2 locus=LOC_Os02g33320 ID=LOC_Os02g33320.2.MSUv7.0 annot-version=v7.0
OG0000938	Sobic.004G284500.1.p pacid=37932980 transcript=Sobic.004G284500.1 locus=Sobic.004G284500 ID=Sobic.004G284500.1.v3.2 annot-version=v3.1.1	LOC_Os04g47970.1 pacid=33110349 transcript=LOC_Os04g47970.1 locus=LOC_Os04g47970 ID=LOC_Os04g47970.1.MSUv7.0 annot-version=v7.0
OG0009633	Sobic.004G269600.1.p pacid=37932983 transcript=Sobic.004G269600.1 locus=Sobic.004G269600 ID=Sobic.004G269600.1.v3.2 annot-version=v3.1.1	LOC_Os02g47360.1 pacid=33139015 transcript=LOC_Os02g47360.1 locus=LOC_Os02g47360 ID=LOC_Os02g47360.1.MSUv7.0 annot-version=v7.0
OG0001487	Sobic.004G064000.1.p pacid=37932984 transcript=Sobic.004G064000.1 locus=Sobic.004G064000 ID=Sobic.004G064000.1.v3.2 annot-version=v3.1.1	LOC_Os02g08230.1 pacid=33134593 transcript=LOC_Os02g08230.1 locus=LOC_Os02g08230 ID=LOC_Os02g08230.1.MSUv7.0 annot-version=v7.0
OG0009833	Sobic.004G235100.1.p pacid=37932985 transcript=Sobic.004G235100.1 locus=Sobic.004G235100 ID=Sobic.004G235100.1.v3.2 annot-version=v3.1.1	LOC_Os02g51480.1 pacid=33135771 transcript=LOC_Os02g51480.1 locus=LOC_Os02g51480 ID=LOC_Os02g51480.1.MSUv7.0 annot-version=v7.0
OG0015793	Sobic.004G073000.1.p pacid=37932991 transcript=Sobic.004G073000.1 locus=Sobic.004G073000 ID=Sobic.004G073000.1.v3.2 annot-version=v3.1.1	LOC_Os02g09630.1 pacid=33139257 transcript=LOC_Os02g09630.1 locus=LOC_Os02g09630 ID=LOC_Os02g09630.1.MSUv7.0 annot-version=v7.0
OG0015766	Sobic.004G006600.7.p pacid=37932992 transcript=Sobic.004G006600.7 locus=Sobic.004G006600 ID=Sobic.004G006600.7.v3.2 annot-version=v3.1.1	LOC_Os02g01940.1 pacid=33138514 transcript=LOC_Os02g01940.1 locus=LOC_Os02g01940 ID=LOC_Os02g01940.1.MSUv7.0 annot-version=v7.0
OG0002312	Sobic.004G080600.1.p pacid=37932994 transcript=Sobic.004G080600.1 locus=Sobic.004G080600 ID=Sobic.004G080600.1.v3.2 annot-version=v3.1.1	LOC_Os02g10440.1 pacid=33139201 transcript=LOC_Os02g10440.1 locus=LOC_Os02g10440 ID=LOC_Os02g10440.1.MSUv7.0 annot-version=v7.0
OG0009011	Sobic.004G177500.1.p pacid=37932997 transcript=Sobic.004G177500.1 locus=Sobic.004G177500 ID=Sobic.004G177500.1.v3.2 annot-version=v3.1.1	LOC_Os02g35090.1 pacid=33135816 transcript=LOC_Os02g35090.1 locus=LOC_Os02g35090 ID=LOC_Os02g35090.1.MSUv7.0 annot-version=v7.0
OG0001922	Sobic.004G280800.1.p pacid=37932999 transcript=Sobic.004G280800.1 locus=Sobic.004G280800 ID=Sobic.004G280800.1.v3.2 annot-version=v3.1.1	LOC_Os02g45810.1 pacid=33139672 transcript=LOC_Os02g45810.1 locus=LOC_Os02g45810 ID=LOC_Os02g45810.1.MSUv7.0 annot-version=v7.0
OG0004423	Sobic.004G266400.1.p pacid=37933000 transcript=Sobic.004G266400.1 locus=Sobic.004G266400 ID=Sobic.004G266400.1.v3.2 annot-version=v3.1.1	LOC_Os02g47800.1 pacid=33134128 transcript=LOC_Os02g47800.1 locus=LOC_Os02g47800 ID=LOC_Os02g47800.1.MSUv7.0 annot-version=v7.0
OG0006481	Sobic.004G268100.1.p pacid=37933009 transcript=Sobic.004G268100.1 locus=Sobic.004G268100 ID=Sobic.004G268100.1.v3.2 annot-version=v3.1.1	LOC_Os02g47590.1 pacid=33139680 transcript=LOC_Os02g47590.1 locus=LOC_Os02g47590 ID=LOC_Os02g47590.1.MSUv7.0 annot-version=v7.0
OG0010306	Sobic.004G083600.1.p pacid=37933010 transcript=Sobic.004G083600.1 locus=Sobic.004G083600 ID=Sobic.004G083600.1.v3.2 annot-version=v3.1.1	LOC_Os02g10710.1 pacid=33140409 transcript=LOC_Os02g10710.1 locus=LOC_Os02g10710 ID=LOC_Os02g10710.1.MSUv7.0 annot-version=v7.0
OG0001402	Sobic.004G252600.1.p pacid=37933016 transcript=Sobic.004G252600.1 locus=Sobic.004G252600 ID=Sobic.004G252600.1.v3.2 annot-version=v3.1.1	LOC_Os02g49560.1 pacid=33135422 transcript=LOC_Os02g49560.1 locus=LOC_Os02g49560 ID=LOC_Os02g49560.1.MSUv7.0 annot-version=v7.0
OG0002919	Sobic.004G053000.1.p pacid=37933017 transcript=Sobic.004G053000.1 locus=Sobic.004G053000 ID=Sobic.004G053000.1.v3.2 annot-version=v3.1.1	LOC_Os02g07044.1 pacid=33139480 transcript=LOC_Os02g07044.1 locus=LOC_Os02g07044 ID=LOC_Os02g07044.1.MSUv7.0 annot-version=v7.0
OG0002514	Sobic.004G338900.1.p pacid=37933021 transcript=Sobic.004G338900.1 locus=Sobic.004G338900 ID=Sobic.004G338900.1.v3.2 annot-version=v3.1.1	LOC_Os02g56580.1 pacid=33136736 transcript=LOC_Os02g56580.1 locus=LOC_Os02g56580 ID=LOC_Os02g56580.1.MSUv7.0 annot-version=v7.0
OG0002276	Sobic.004G344500.1.p pacid=37933022 transcript=Sobic.004G344500.1 locus=Sobic.004G344500 ID=Sobic.004G344500.1.v3.2 annot-version=v3.1.1	LOC_Os02g57150.1 pacid=33134308 transcript=LOC_Os02g57150.1 locus=LOC_Os02g57150 ID=LOC_Os02g57150.1.MSUv7.0 annot-version=v7.0
OG0003217	Sobic.004G289900.1.p pacid=37933024 transcript=Sobic.004G289900.1 locus=Sobic.004G289900 ID=Sobic.004G289900.1.v3.2 annot-version=v3.1.1	LOC_Os02g44530.1 pacid=33138125 transcript=LOC_Os02g44530.1 locus=LOC_Os02g44530 ID=LOC_Os02g44530.1.MSUv7.0 annot-version=v7.0
OG0005799	Sobic.004G009000.1.p pacid=37933025 transcript=Sobic.004G009000.1 locus=Sobic.004G009000 ID=Sobic.004G009000.1.v3.2 annot-version=v3.1.1	LOC_Os02g02150.1 pacid=33135688 transcript=LOC_Os02g02150.1 locus=LOC_Os02g02150 ID=LOC_Os02g02150.1.MSUv7.0 annot-version=v7.0
